Gene	logFC	logCPM	PValue	FDR		Gene	B56	B57	B58	Y59	Y60	Y61	Y62		Comparison	of	groups:	Yaa-B6
Sugt1	-3.43E-02	5.678404146	6.80E-01	8.18E-01		Sugt1	50.19551057	52.99872772	55.26922487	51.57939778	51.32529649	47.25071261	49.95998871					
Necap1	-4.25E-02	5.252766429	6.80E-01	8.19E-01		Necap1	40.05563955	40.62620244	37.47175785	35.34256961	38.88066981	36.77280035	37.83636478					
Poc5	4.28E-02	4.908742864	6.80E-01	8.19E-01		Poc5	29.60086571	30.22343242	30.28805297	29.84890594	30.72486927	29.898756	29.70953995					
Mepce	-2.85E-02	6.525760088	6.80E-01	8.19E-01		Mepce	97.17901231	91.71672974	95.52385938	90.46232842	87.32331267	91.36472538	91.460086					
Cyb5r3	3.58E-02	6.091175929	6.80E-01	8.19E-01		Cyb5r3	70.03438865	64.81725934	70.41325136	70.19681355	67.9884407	64.13550116	69.6109176					
1190005F20Rik	3.67E-02	5.608183268	6.81E-01	8.19E-01		1190005F20Rik	46.66859891	48.75144292	51.3214231	47.79487392	48.09109973	47.25071261	51.62532167					
2410001C21Rik	3.19E-02	6.711861823	6.81E-01	8.19E-01		2410001C21Rik	110.3419505	99.47264111	106.0729035	103.7081619	106.3066415	97.03748043	110.8445616					
Zfp87	-4.46E-02	4.938712567	6.81E-01	8.19E-01		Zfp87	32.49797171	31.20831005	31.45297809	28.20080684	30.72486927	31.36699849	29.30986004					
Nudt3	-3.01E-02	6.314155693	6.81E-01	8.19E-01		Nudt3	83.76415189	83.03749558	78.89131747	79.04771613	75.37084636	76.68230056	80.20243521					
Mtpn	2.66E-02	8.333655355	6.82E-01	8.20E-01		Mtpn	330.7109486	323.7785224	319.2541994	320.4026733	332.6301065	315.5386571	315.9469686					
Gm13251	-7.52E-02	3.414404007	6.82E-01	8.20E-01		Gm13251	10.83265724	11.14142824	11.45509696	8.606739749	12.16339218	10.07748249	10.45829097					
D6Mm5e	9.73E-02	1.448974874	6.82E-01	8.20E-01		D6Mm5e	2.771144875	2.708413496	2.524004415	2.258506175	2.601419137	3.136699849	3.130825959					
Med21	5.34E-02	4.08347213	6.82E-01	8.20E-01		Med21	16.81581094	16.06581642	17.73274896	15.68746181	18.91302022	15.95045242	17.58591603					
Fastkd2	4.90E-02	4.522531633	6.82E-01	8.20E-01		Fastkd2	20.78358656	22.03663708	25.95194283	20.75384053	24.60801887	22.55754359	24.31386117					
Lrrc14	5.06E-02	4.499929754	6.82E-01	8.20E-01		Lrrc14	20.65762543	22.5290759	24.52814546	21.79153256	21.0925876	23.89230949	23.91418126					
E330020D12Rik	4.29E-02	5.031016165	6.83E-01	8.21E-01		E330020D12Rik	33.94652471	32.37785224	31.7765684	33.20614485	31.70919003	32.16785802	33.63972573					
Slc25a11	3.14E-02	6.477198011	6.83E-01	8.21E-01		Slc25a11	93.84104234	90.4856327	84.13348048	91.1337762	88.16701617	87.02673623	88.72893995					
Bag4	4.62E-02	4.904027818	6.83E-01	8.21E-01		Bag4	29.91576853	30.65431638	29.18784592	31.31388292	27.42036388	30.36592407	30.64212641					
Fdxr	-4.37E-02	4.702953575	6.83E-01	8.21E-01		Fdxr	27.20760422	27.45346407	26.21081507	26.67478915	24.60801887	24.82664561	25.31306095					
Itih5	-5.45E-02	4.330653306	6.83E-01	8.21E-01		Itih5	21.28743108	22.03663708	19.48013664	22.76818387	17.85839084	22.4908053	14.85476998					
Rad17	4.16E-02	5.351570191	6.83E-01	8.21E-01		Rad17	41.25227029	39.02577628	42.39033055	42.6674545	40.56807682	40.10971509	39.76815101					
Zfp319	4.83E-02	4.929504177	6.84E-01	8.21E-01		Zfp319	33.82056358	27.94590289	29.51143623	31.43596433	29.17807951	32.10111973	29.24324673					
Haghl	-5.16E-02	4.254501426	6.84E-01	8.22E-01		Haghl	21.35041165	20.12843666	17.92690315	19.28886355	18.13962534	19.15389057	17.58591603					
Taf4b	4.34E-02	4.948764628	6.84E-01	8.22E-01		Taf4b	31.17537984	32.25474254	29.18784592	32.16845282	31.28733827	29.36484965	30.70873973					
Eri3	-4.43E-02	4.901652952	6.84E-01	8.22E-01		Eri3	31.17537984	32.00852313	29.57615429	30.21515018	31.49826415	27.36270081	27.44468713					
Gorab	6.97E-02	3.548106326	6.84E-01	8.22E-01		Gorab	11.77736572	10.95676369	12.03755952	12.94062998	11.74154043	10.61138885	11.79055734					
Rdh10	-5.99E-02	3.537723905	6.84E-01	8.22E-01		Rdh10	11.65140459	11.94164132	12.68474013	10.80420522	11.03845418	11.54572498	11.6573307					
Gm2382	7.71E-02	3.218497208	6.84E-01	8.22E-01		Gm2382	10.70669611	8.002130783	8.866374482	9.888594605	8.788578167	9.076408073	9.792157787					
Atp13a3	-3.04E-02	7.449497379	6.85E-01	8.22E-01		Atp13a3	173.1965547	176.6008709	189.6886395	162.0630782	181.3259447	177.7240787	163.4690831					
D9Ertd402e	-5.07E-02	4.225829206	6.85E-01	8.22E-01		D9Ertd402e	18.76820847	19.6975527	19.80372694	18.31221223	16.45221833	18.48650762	19.45108894					
Ryr2	9.35E-02	2.4783672	6.85E-01	8.22E-01		Ryr2	5.290367488	5.170607583	5.954061696	5.798867207	4.499752021	7.274474117	4.995998871					
Igsf3	9.43E-02	2.277552302	6.85E-01	8.22E-01		Igsf3	3.967775616	4.124175096	6.148215882	3.601401739	6.116850404	4.004297679	6.061811964					
Ppargc1b	-6.08E-02	3.569164735	6.85E-01	8.22E-01		Ppargc1b	11.90332685	11.81853162	13.39663882	11.23149017	10.61660243	11.74593986	12.3900772					
Mag	-1.15E-01	1.249128633	6.85E-01	8.22E-01		Mag	2.141339221	2.400639235	3.04174891	1.892261931	2.531110512	2.269102018	2.398079458					
Sft2d3	-6.04E-02	3.631350582	6.85E-01	8.22E-01		Sft2d3	12.91101589	12.24941558	13.590793	12.39126361	11.53061456	13.28092064	10.79135756					
C130036L24Rik	-9.88E-02	1.433131107	6.85E-01	8.22E-01		C130036L24Rik	2.83412544	3.200852313	2.524004415	2.929953957	1.968641509	2.936484965	2.464692776					
Dusp8	-1.75E-01	0.042243516	6.85E-01	8.22E-01		Dusp8	0.566825088	0.55399367	2.265132167	0.671447782	1.124938005	1.134551009	0.932586456					
Oxsr1	-4.10E-02	5.182209693	6.86E-01	8.23E-01		Oxsr1	38.73304768	36.13269823	37.66591203	33.93863334	36.77141105	34.17000686	36.83716501					
Mst1r	-1.33E-01	1.116477514	6.86E-01	8.23E-01		Mst1r	1.322591872	1.785090713	3.883083715	1.648099101	2.390493261	2.202363724	1.998399548					
5133401N09Rik	3.74E-02	5.361036635	6.86E-01	8.23E-01		5133401N09Rik	38.98496994	44.07327416	40.44878869	40.40894832	40.77900269	42.71250858	40.30105756					
Mmgt1	4.03E-02	4.951024054	6.86E-01	8.23E-01		Mmgt1	29.53788514	30.65431638	32.55318514	26.49166703	34.31060916	31.36699849	31.77455282					
Slc7a14	-6.73E-02	2.860075367	6.86E-01	8.23E-01		Slc7a14	7.809590101	6.894143444	8.089757739	7.63008843	5.694998652	7.407950707	7.260851693					
Ccs	-4.25E-02	4.603155287	6.87E-01	8.23E-01		Ccs	25.88501235	24.25261176	25.36948027	26.00334137	22.49876011	23.55861801	22.51530158					
4930404N11Rik	-6.76E-02	3.163217529	6.87E-01	8.23E-01		4930404N11Rik	8.943240277	9.356337531	9.772427349	8.423617626	8.015183288	9.743791019	8.459891422					
Btbd10	5.40E-02	4.328486734	6.87E-01	8.23E-01		Btbd10	21.03550882	18.65112021	20.3861895	21.12008477	19.33487197	19.42084374	20.65012867					
Btrc	-3.88E-02	5.236550541	6.87E-01	8.23E-01		Btrc	42.13399821	36.74824675	37.92478428	36.38026163	35.64647305	37.90735136	37.1702316					
Mmachc	-6.86E-02	3.372077319	6.87E-01	8.23E-01		Mmachc	9.824968192	11.07987339	11.51981502	9.156106116	10.8275283	9.476837841	10.65813092					
Senp3	-2.86E-02	6.599820204	6.87E-01	8.23E-01		Senp3	99.06842927	99.90352508	100.377714	94.67413724	93.36985445	91.63167856	100.0532041					
Gsr	5.12E-02	4.765446432	6.87E-01	8.23E-01		Gsr	23.05088691	25.97614762	32.35903096	25.75917854	28.26406738	30.03223259	25.04660767					
Scd1	-3.67E-02	9.357465448	6.87E-01	8.24E-01		Scd1	794.5628122	659.6833508	573.0137202	596.7339559	623.2859636	667.3829465	676.5914738					
Mtmr3	2.82E-02	7.845660148	6.88E-01	8.24E-01		Mtmr3	240.3338373	226.7680754	227.0956792	231.8936476	227.2374771	230.2471166	226.4186688					
Dcun1d1	-3.54E-02	5.978975268	6.88E-01	8.24E-01		Dcun1d1	64.3031572	62.97061378	67.75981082	58.04971277	66.93381132	60.66510984	61.08441286					
Socs6	4.85E-02	4.41370139	6.88E-01	8.24E-01		Socs6	20.97252826	21.85197252	20.96865206	21.85257326	22.28783423	19.48758204	21.78255508					
Gabarap	-2.73E-02	7.385285905	6.88E-01	8.24E-01		Gabarap	166.4576342	172.1073667	177.0038993	160.4760199	168.0376146	164.3764197	162.20343					
Acot13	5.68E-02	3.884817286	6.88E-01	8.24E-01		Acot13	14.42254946	14.77316452	14.88515424	15.13809544	15.11635445	15.14959289	13.92218352					
Calcoco1	-3.24E-02	6.234281451	6.88E-01	8.24E-01		Calcoco1	81.87473493	77.68222344	73.00197384	75.14111086	76.70671024	74.8803666	67.74574469					
Mrpl53	5.56E-02	4.092817721	6.88E-01	8.24E-01		Mrpl53	18.57926677	15.26560334	17.08556834	16.60307242	17.71777358	17.61890979	16.58671625					
Gm13212	-4.84E-02	4.699849127	6.88E-01	8.24E-01		Gm13212	25.19222613	30.71587124	24.85173577	26.00334137	24.88925337	25.96119662	24.31386117					
Btbd19	5.64E-02	4.184249944	6.88E-01	8.24E-01		Btbd19	18.51628621	18.2817911	17.47387672	18.8615786	16.94437871	16.48435878	20.65012867					
Taf2	2.83E-02	6.413953048	6.89E-01	8.24E-01		Taf2	84.8348215	85.93057364	86.39861265	81.00101877	85.98744879	87.02673623	85.79795395					
Zfp143	-3.40E-02	5.484796291	6.89E-01	8.24E-01		Zfp143	45.47196817	44.93504209	48.15023806	44.80387926	44.01319946	43.04620005	43.09881693					
Egf	8.08E-02	2.23781209	6.89E-01	8.25E-01		Egf	4.597581269	5.478381844	3.818365653	4.333890228	5.202838275	5.138848688	4.463092325					
Ptk2	5.41E-02	4.161052227	6.89E-01	8.25E-01		Ptk2	15.24129681	17.85090713	20.32147144	16.60307242	20.31919272	16.35088219	18.65172912					
Ube2b	-2.85E-02	6.704097677	6.90E-01	8.25E-01		Ube2b	105.2405247	98.17998922	118.5634894	100.5950859	103.213062	103.5778333	100.7193372					
Vps4b	-2.86E-02	7.094068547	6.90E-01	8.25E-01		Vps4b	135.1562932	146.1927739	140.049886	132.275213	139.9141644	132.7424681	130.3622639					
Otud4	2.86E-02	8.050020191	6.90E-01	8.26E-01		Otud4	269.5568196	266.1631808	264.1144107	264.0621004	249.3846941	263.9499554	277.7775372					
Dmap1	4.46E-02	4.783820232	6.90E-01	8.26E-01		Dmap1	30.10471023	25.79148306	26.59912345	25.08773076	28.61561051	27.02900933	29.64292663					
Pik3r3	-9.41E-02	1.656058262	6.90E-01	8.26E-01		Pik3r3	4.282678443	2.646858644	3.04174891	2.807872542	2.812345013	3.270176438	3.197439277					
Hint3	5.93E-02	3.701185841	6.90E-01	8.26E-01		Hint3	13.91870494	12.31097044	12.49058595	11.78085654	13.78049057	13.14744405	13.65573025					
Rgs12	-6.73E-02	4.438605959	6.90E-01	8.26E-01		Rgs12	20.72060599	18.71267506	28.41122918	16.48099101	26.43604313	19.42084374	21.8491684					
Akap9	2.64E-02	7.334248102	6.91E-01	8.26E-01		Akap9	163.5605282	164.905449	158.6239697	155.4096411	156.2960741	164.0427283	166.7331357					
Prkd2	-2.65E-02	8.03537428	6.91E-01	8.26E-01		Prkd2	291.1591535	266.1631808	252.0121331	269.3726419	242.9163005	260.6130406	254.1298092					
Crtc2	-2.77E-02	7.097360961	6.91E-01	8.26E-01		Crtc2	147.7524063	142.807257	131.8306921	134.8389227	125.6415135	138.7489146	136.8903691					
Tubg2	-8.29E-02	2.363574197	6.91E-01	8.26E-01		Tubg2	6.172095402	5.047497878	4.983290767	4.578053058	4.780986523	4.805157215	5.662132054					
Pura	5.09E-02	4.539547804	6.91E-01	8.27E-01		Pura	22.61002295	24.25261176	22.71603973	23.37859095	20.03795822	23.49187972	26.2456474					
Ube2w	-3.96E-02	5.012846019	6.91E-01	8.27E-01		Ube2w	32.37201058	33.91672355	33.78282832	31.31388292	30.23270889	32.96871756	31.44148623					
4930572J05Rik	-4.12E-02	4.929523278	6.92E-01	8.27E-01		4930572J05Rik	33.37969963	29.6078839	31.51769615	29.78786523	30.93579515	27.82986887	30.30905982					
Med20	-3.56E-02	5.445684834	6.92E-01	8.27E-01		Med20	44.96812365	43.95016445	45.94982396	42.48433238	43.45073046	43.84705959	40.50089751					
Lmf1	5.48E-02	4.081624116	6.92E-01	8.27E-01		Lmf1	17.0677332	16.9891392	16.50310579	16.66411313	15.39758895	17.21848002	18.65172912					
Rab11a	3.59E-02	5.585287593	6.92E-01	8.27E-01		Rab11a	47.10946287	48.0127847	49.37988124	47.97799605	45.55998922	49.31959975	48.69433566					
Adck4	4.64E-02	4.530229383	6.92E-01	8.27E-01		Adck4	22.73598408	23.88328264	22.58660361	22.46298034	21.6550566	24.15926266	24.24724785					
Cldn12	7.50E-02	2.967580872	6.92E-01	8.27E-01		Cldn12	7.179784448	6.894143444	9.12524673	7.3859256	7.733948787	8.876193189	7.593918284					
2900002K06Rik	1.53E-01	0.300306442	6.92E-01	8.27E-01		2900002K06Rik	1.448553003	0.800213078	1.294361238	1.342895564	1.687407008	1.201289304	0.865973138					
Morc3	-2.59E-02	7.209172642	6.92E-01	8.27E-01		Morc3	162.1749557	146.7467676	147.4924631	152.1134429	140.546942	150.4948544	136.1576226					
Gm129	-1.03E-01	1.32429579	6.92E-01	8.27E-01		Gm129	3.086047701	2.523748939	2.329850229	2.258506175	2.601419137	2.536055197	2.198239503					
Ctrl	1.70E-01	0.702225918	6.92E-01	8.27E-01		Ctrl	1.196630741	1.600426157	1.876823795	2.685791127	0.632777628	1.735195661	1.598719639					
Atm	3.03E-02	7.690458036	6.92E-01	8.27E-01		Atm	207.4579822	208.7325037	207.1625162	215.8399415	194.4033491	196.3440629	215.8271512					
Hibch	4.61E-02	4.307420333	6.92E-01	8.27E-01		Hibch	18.95715016	20.92864974	19.35070051	18.00700869	20.88166172	20.48865646	20.0506088					
Maml1	-2.78E-02	6.231125375	6.92E-01	8.27E-01		Maml1	79.16657062	76.26646184	76.56146724	78.92563472	68.2696752	74.61341342	71.94238374					
Bag6	-2.57E-02	7.83337422	6.93E-01	8.27E-01		Bag6	243.9867101	235.1395353	224.0539303	231.3442812	219.0113679	225.5754359	217.4924842					
Lyplal1	-1.20E-01	1.19796362	6.93E-01	8.27E-01		Lyplal1	2.015378091	2.462194087	2.847594724	1.587058393	2.249876011	2.269102018	2.664532731					
Slc46a1	-1.30E-01	0.73929555	6.93E-01	8.27E-01		Slc46a1	1.385572437	2.339084383	1.617951548	1.648099101	1.476481132	1.668457366	1.53210632					
Fam108b	3.02E-02	6.371555203	6.93E-01	8.27E-01		Fam108b	90.88095577	83.09905044	75.33182406	79.29187896	85.98744879	86.1591384	78.80355553					
Stau1	-2.87E-02	6.358716785	6.93E-01	8.27E-01		Stau1	86.78721903	84.57636689	81.86834832	80.75685594	78.67535175	81.35398118	80.46888848					
Fndc5	1.48E-01	0.244408785	6.94E-01	8.28E-01		Fndc5	1.511533568	1.046432487	0.841334805	1.037692026	1.335863881	1.334765893	1.199039729					
4933437F05Rik	6.58E-02	3.052202753	6.94E-01	8.28E-01		4933437F05Rik	7.809590101	9.04856327	7.766167429	7.874251259	8.647960916	8.542501716	8.393278103					
2310037I24Rik	3.00E-02	6.459632837	6.94E-01	8.28E-01		2310037I24Rik	90.25115012	89.80852932	85.36312366	90.2792063	86.33899191	85.75870863	88.1960334					
Xlr3a	-2.67E-01	-0.468946886	6.94E-01	8.28E-01		Xlr3a	0.188941696	0.246219409	2.006259919	0	1.335863881	0.266953179	1.065813092					
Zdhhc24	4.23E-02	4.888349365	6.94E-01	8.28E-01		Zdhhc24	29.41192401	29.05389023	30.4174891	28.81121391	29.03746226	29.36484965	31.24164627					
Gtf3c3	4.19E-02	4.820889938	6.94E-01	8.28E-01		Gtf3c3	29.03404062	29.91565816	25.75778864	27.28519622	29.67023989	26.29488809	29.90937991					
Gm3002	-5.39E-02	4.281190418	6.95E-01	8.28E-01		Gm3002	21.9802173	22.22130164	16.37366966	21.24216619	18.35055121	16.35088219	19.51770226					
Fam113b	-3.09E-02	6.022731483	6.95E-01	8.28E-01		Fam113b	63.73633212	70.04942178	67.1126302	66.53437111	62.29344205	64.46919264	60.95118623					
Tbc1d19	-7.91E-02	2.435208215	6.95E-01	8.28E-01		Tbc1d19	4.975464661	6.093930365	5.954061696	5.371582254	4.991912399	5.005372099	5.462292099					
Retsat	7.42E-02	2.931591392	6.95E-01	8.28E-01		Retsat	6.235075968	7.325027409	9.060528668	7.446966307	8.999504043	7.140997528	7.260851693					
Naprt1	1.02E-01	2.144301992	6.95E-01	8.28E-01		Naprt1	3.086047701	3.939510539	5.954061696	4.150768106	5.2731469	3.87082109	4.729545598					
Nphp4	1.07E-01	1.840156991	6.95E-01	8.28E-01		Nphp4	4.975464661	3.200852313	2.265132167	3.479320324	3.796665768	3.603867911	3.730345824					
2900006K08Rik	1.17E-01	0.977822404	6.95E-01	8.28E-01		2900006K08Rik	2.015378091	1.723535861	2.006259919	1.892261931	1.546789757	2.335840313	2.264852822					
Dot1l	2.93E-02	7.061752203	6.95E-01	8.28E-01		Dot1l	137.0457102	127.6647634	138.4966525	133.6791493	128.172624	135.4787381	134.5589029					
Rspry1	-3.75E-02	5.44991182	6.95E-01	8.28E-01		Rspry1	46.92052117	44.38104842	43.94356404	40.40894832	43.59134771	44.58118083	42.23284379					
Fam46a	-3.50E-02	6.00776756	6.96E-01	8.29E-01		Fam46a	62.09883742	67.15634372	70.28381524	71.53970912	56.80936927	71.47671357	51.0258018					
Stam2	-3.63E-02	5.211110209	6.96E-01	8.29E-01		Stam2	39.29987277	36.19425308	39.21914552	36.86858729	36.13863342	35.10434299	36.50409842					
Notch1	3.16E-02	7.054846473	6.96E-01	8.29E-01		Notch1	120.2298992	142.6225925	138.2377802	138.6234466	121.8448477	138.2150082	130.8951704					
Arid2	2.73E-02	7.130312962	6.96E-01	8.29E-01		Arid2	144.7923197	139.4217402	138.6908067	142.285889	143.1483612	140.2838954	132.0275968					
Pick1	4.32E-02	4.713231286	6.96E-01	8.29E-01		Pick1	27.33356535	27.39190922	23.88096485	26.12542278	27.13912938	25.42729026	26.31226072					
Zfp71-rs1	-4.31E-02	4.694753042	6.96E-01	8.30E-01		Zfp71-rs1	26.07395405	27.88434804	26.40496926	25.82021925	25.31110512	24.82664561	24.97999436					
Fam58b	-4.78E-02	4.225899832	6.97E-01	8.30E-01		Fam58b	19.33503356	19.75910755	19.09182826	18.80053789	17.85839084	17.21848002	18.91818239					
Npas1	-1.20E-01	0.659789385	6.97E-01	8.30E-01		Npas1	1.574514133	1.661981009	1.812105734	1.220814149	1.124938005	1.735195661	1.93178623					
Setd5	2.51E-02	8.020710424	6.97E-01	8.30E-01		Setd5	266.2818302	260.9925732	256.8659877	250.3279412	262.9542588	263.3493107	257.1274086					
Ankle2	2.62E-02	7.08328827	6.98E-01	8.31E-01		Ankle2	137.1716713	142.5610376	129.630278	135.3272484	133.5863881	137.1471955	133.7595431					
Pcid2	-3.17E-02	5.484695276	6.98E-01	8.31E-01		Pcid2	46.98350174	43.02684167	48.53854643	46.26885624	40.91961995	42.91272346	44.76414988					
Gcc1	3.79E-02	5.34485277	6.98E-01	8.31E-01		Gcc1	41.31525086	40.62620244	40.25463451	41.93496601	40.63838544	40.97731292	38.70233792					
Kif9	-7.08E-02	3.30297781	6.98E-01	8.31E-01		Kif9	10.07689045	12.06475103	8.736938358	8.972983993	9.843207547	10.67812714	8.726344695					
Tubgcp4	-3.13E-02	5.597553792	6.98E-01	8.31E-01		Tubgcp4	49.69166605	48.93610748	51.06255085	49.62609515	46.96616172	45.58225525	47.09561602					
Tdrd7	5.26E-02	5.149332984	6.98E-01	8.31E-01		Tdrd7	32.56095228	35.88647882	37.92478428	41.20247752	30.09209164	37.97408966	32.64052596					
Pdha1	3.10E-02	6.372599562	6.98E-01	8.31E-01		Pdha1	81.7487738	83.4068247	84.71594304	84.5413798	82.40170889	75.88144102	87.33006027					
Acaa2	-3.50E-02	5.258712763	6.98E-01	8.31E-01		Acaa2	35.89892224	40.31842817	42.45504861	41.75184389	34.94338679	36.37237059	36.23764514					
Chst14	-7.33E-02	2.983158586	6.99E-01	8.31E-01		Chst14	7.809590101	9.479447235	7.507295182	7.935291967	7.874566038	7.808380474	6.927785101					
Mfsd5	3.78E-02	5.263752149	6.99E-01	8.31E-01		Mfsd5	37.85131976	37.79467924	39.86632614	38.02836073	38.81036119	39.9095002	36.70393837					
Cd164	-2.64E-02	8.14238133	6.99E-01	8.31E-01		Cd164	295.9456765	289.1846955	285.6655253	274.988387	288.9684501	278.4321653	265.1210068					
Cyld	2.59E-02	7.772326271	6.99E-01	8.31E-01		Cyld	228.4305105	220.9819193	210.5925735	215.9620229	219.2926024	221.5711383	213.4290718					
Top1mt	-6.55E-02	3.472031563	6.99E-01	8.31E-01		Top1mt	10.39179328	13.29584807	11.00207052	10.6821238	11.46030593	10.67812714	10.1918377					
Msn	-2.22E-02	10.37913723	6.99E-01	8.31E-01		Msn	1406.859868	1350.821231	1344.582454	1369.997638	1283.76519	1310.339677	1257.126543					
Fnta	-2.98E-02	5.84209901	6.99E-01	8.31E-01		Fnta	57.69019784	57.43067708	62.12933944	57.25618358	54.62980189	54.32497185	58.15342686					
Gpr180	-5.17E-02	3.824667322	6.99E-01	8.31E-01		Gpr180	14.80043285	13.91139659	15.4676168	14.64976978	12.79616981	15.0161163	12.52330384					
Rab43	3.19E-02	7.288298964	6.99E-01	8.31E-01		Rab43	160.3485193	146.6852127	164.5780314	163.8942995	151.9369394	145.1557909	161.4706835					
Polr1b	-3.34E-02	5.929129961	6.99E-01	8.31E-01		Polr1b	57.75317841	67.21789858	63.42370067	60.06405612	58.70770216	54.99235479	64.4816921					
Osbpl9	-2.72E-02	7.457779998	7.00E-01	8.31E-01		Osbpl9	176.8494274	188.1731831	176.8744632	168.5333932	174.3653908	173.6530427	172.461881					
Chsy1	-2.83E-02	6.35899015	7.00E-01	8.31E-01		Chsy1	85.71654942	81.43706943	86.20445847	78.55939047	74.87868598	83.22265343	84.59891422					
Pdcd2l	-4.66E-02	4.374957681	7.00E-01	8.31E-01		Pdcd2l	20.02781978	23.88328264	20.64506175	23.25650953	18.35055121	20.95582452	18.05220925					
Dpysl2	4.75E-02	4.340562775	7.00E-01	8.31E-01		Dpysl2	21.28743108	18.71267506	20.64506175	19.16678214	21.72536523	19.88801181	20.45028871					
Dhrs7b	5.27E-02	4.039867957	7.00E-01	8.31E-01		Dhrs7b	16.56388868	15.51182275	17.08556834	16.29786889	17.64746496	15.21633118	16.85316952					
Begain	1.14E-01	1.678648607	7.00E-01	8.31E-01		Begain	4.282678443	2.646858644	2.394568291	2.86891325	2.601419137	3.403653027	4.196639052					
Sdhaf2	3.11E-02	5.928529385	7.00E-01	8.31E-01		Sdhaf2	61.59499289	62.53972981	59.41118083	61.10174814	60.18418329	61.46596938	60.01859977					
Snap29	2.77E-02	6.747040314	7.00E-01	8.31E-01		Snap29	111.0977172	106.5514491	106.3317757	101.6938186	106.2363329	117.1924454	102.7843501					
Srl	9.48E-02	1.742231847	7.00E-01	8.31E-01		Srl	2.960086571	4.370394504	2.459286353	3.174116787	3.726357143	3.003223259	3.730345824					
Mapk1	2.52E-02	7.935692452	7.00E-01	8.31E-01		Mapk1	247.3876606	244.4958728	247.5465868	240.5003873	254.1656806	242.9273925	236.9435731					
Eno3	-3.60E-02	5.397178591	7.00E-01	8.31E-01		Eno3	45.53494873	42.41129315	43.10222923	55.42496235	34.45122641	40.04297679	33.83956569					
Dpep2	-9.03E-02	2.110517822	7.00E-01	8.31E-01		Dpep2	2.771144875	4.555059061	6.407088129	5.310541547	3.374814016	4.805157215	2.997599323					
